股票代码,公司,简介,公司网站,公司地址,公司电话
SZ300050,世纪鼎利,珠海世纪鼎利科技股份有限公司是一家为移动通信运营商、系统设备提供商、第三方咨询服务公司提供无线网络测试、优化、规划工具等软件产品以及提供网络规划、优化、评估等技术服务的高科技企业。公司多年来深耕移动通信网络优化产品和服务，并购一芯智能后，将通信领域业务向物联网领域延伸，拥有齐全的产品线，自主开发能力居行业前列，通信网络优化产品和服务在运营商、系统商、终端厂商等行业中得到广泛应用。主要产品和服务包括无线网络优化产品、大数据产品、网络优化及技术服务、工业机器人、RFID产品、职业教育服务、教育咨询及培训、职业教育装备产品等。,http://www.dingli.com,广东省珠海市香洲区港湾大道科技五路8号一层,86-756-3626066
SH600717,天津港,"天津港股份有限公司的主要业务是从事装卸、销售、物流和港口综合配套服务等。公司主要货类包括散杂货、集装箱等。2018年公司完成科技经费投入11,583.32万元，科技项目228项；荣获省部级科技进步奖1项；申请国家专利71项，其中发明专利14项；授权国家专利40项，其中发明专利4项。",http://www.tianjin-port.com,天津市滨海新区津港路99号,86-22-25706615
SZ301215,中汽股份,中汽研汽车试验场股份有限公司是我国主要的汽车试验场投资、运营、管理企业之一，公司主营业务为通过构建汽车场地试验环境和试验场景，为汽车整车生产企业、汽车检测机构、汽车底盘部件系统企业以及轮胎企业等客户提供场地试验技术服务。同时，报告期内公司还依托汽车试验场环境，开展整车强化腐蚀耐久检测及轮胎检测等检测业务。公司主要服务包括场地试验技术服务、检测业务。公司获得了工信部、交通运输部、国家认监委等主管部门涉及汽车试验场测试认证的各项资质，同时取得了欧盟、巴西等有关地区、国家关于轮胎测试或出口认证的相关资质。,http://www.capg.com.cn,江苏省盐城市大丰区大丰港经济区,86-515-69860935
SZ300539,横河精密,宁波横河精密工业股份有限公司是国内精密模具、精密塑料零部件的专业制造商，主要从事精密塑料模具的研发、设计、制造，以及注塑成型及部件组装业务，致力于为客户提供模具设计、注塑成型塑料零部件及产品组装的高品质综合服务。公司主要产品为模具及配套注塑产品。公司为家电模具及汽车模具行业的领先者。,http://www.mouldcenter.com,浙江省宁波市慈溪市新兴产业集群区宗汉街道新兴大道588号,86-574-63254939
SH688737,中自科技,中自环保科技股份有限公司专注于环保催化剂的研发、生产和销售。公司主要产品有机动车尾气处理催化剂产品、在用车改造产品、新车/机配套产品。公司是全国内燃机标准化技术委员会内燃机排放后处理催化剂工作组（WG15）组长单位、移动源污染排放控制技术国家工程实验室常务理事单位，曾主持或参与尾气处理催化剂和氢燃料电池电催化剂相关的国家高技术研究发展计划（“863计划”）、国家科技支撑计划、国家稀土稀有金属新材料研发和产业化以及“十三五”国家重点研发计划等重大科研项目9项，作为参与单位获国家科技进步二等奖1项、省部级科技进步一等奖3项。,http://www.sinocat.com.cn,四川省成都市郫都区高新区古楠街88号,86-28-87869490
SZ002906,华阳集团,"惠州市华阳集团股份有限公司主要从事汽车电子、精密压铸、精密电子部件以及LED照明等业务。汽车电子板块专注于车载影音、车载智能互联、车载导航、数字仪表、流媒体后视镜、高级驾驶辅助（ADAS）、360环视系统、抬头显示、空调控制器、车载摄像头、无线充电、胎压监测等较为丰富的汽车智能及安全产品线，并逐步将其系统集成为智能驾驶舱，增强产品同车厂的配套能力；精密压铸板块目前拥有汽车关键零部件、精密3C电子部件等较全面的产品线。汽车关键部件主要用于汽车底盘系统、汽车转向系统、汽车发动机及变速箱、汽车传动系统、智能钥匙、新能源三电系统（电池、电机、电控）等；精密3C电子部件广泛应用于包括航空、机械、电子、光通信等行业在内的各类连接器及结构件等。
　　国际市场方面，目前公司的产品已经出口至欧洲、美洲、日本、东南亚、中东等多个国家和地区。",http://www.foryougroup.com,广东省惠州市惠城区东江高新科技产业园上霞北路1号华阳工业园A区集团办公大楼,86-752-2556885
SZ002066,瑞泰科技,"瑞泰科技股份有限公司的主营业务为定形和不定形耐火材料以及各类耐磨材料的研发、生产、销售以及综合服务；公司的主要产品为熔铸耐火材料、烧成耐火材料、不定形材料以及各类耐磨材料等,用于平板玻璃、日用玻璃、其他特种玻璃窑体的砌筑、碱性耐火材料、铝硅质耐火材料、不定形耐火材料、有炼钢系统用耐火材料、炼铁系统用耐火材料、连铸用功能型耐火材料；公司拥有博士后工作站1个、博士后研发基地1个、院士工作站1个、省级科技研发中心13个，拥有国家级绿色工厂3个。2019年，公司承担“十三五”国家重点研发项目课题1项。",http://www.bjruitai.com,北京市朝阳区五里桥一街一号院27号楼,86-10-57987966;86-10-57987958
SZ300890,翔丰华,深圳市翔丰华科技股份有限公司专业从事锂离子电池负极材料的研发、生产和销售的高新技术企业，是国内先进的锂电负极材料专业供应商。公司主要产品为石墨负极材料，产品应用于包括动力（电动交通工具，如新能源汽车、电动自行车等）、3C消费电子和工业储能等锂离子电池领域。受下游锂电池行业集中度高的影响，负极材料行业集中度亦呈现较高的特征，根据高工锂电统计数据，近两年公司负极材料出货量位居行业第五至六名。,http://www.xiangfenghua.com,广东省深圳市龙华区龙华新区龙华街道清祥路1号宝能科技园9栋C座20楼J单元,86-755-27289799
SZ000899,赣能股份,江西赣能股份有限公司主要业务为火力、水力发电。公司形成了水火并举、以电为主的发展格局，同时积极加快进军路桥等基础行业和高科技领域，实现投资领域的适度多元化。,http://www.000899.com,江西省南昌市青山湖区高新区火炬大街199号,86-791-88106200;86-791-88109899
SZ002125,湘潭电化,"湘潭电化科技股份有限公司主要从事二氧化锰、电池材料和其他能源新材料的研究、开发、生产和销售。公司自成立以来一直专注于电池材料行业发展,注重品牌建设并不断丰富品牌内涵,拥有湖南省著名商标“潭州”牌,同时也是国家商标总局认定的中国驰名商标。“潭州”牌电解二氧化锰产品在国内外市场具有较高知名度,在竞争日益激烈的行业中,公司的品牌优势依然突出,牢牢占据行业龙头地位。",http://www.chinaemd.com,湖南省湘潭市雨湖区九华莲城大道5号五矿尊城,86-731-55544161;86-731-55544048
SH600888,新疆众和,"新疆众和股份有限公司主要从事高纯铝、电子铝箔和电极箔等电子元器件原料的生产、销售，以及铝及铝制品（高性能铝合金产品）的生产、销售：高纯铝主要应用于电子铝箔、电子导针导线、高纯氧化铝粉、航空铝合金、靶材等电子、航空航天、集成电路等领域；电子铝箔主要用于电极箔生产，电极箔主要用于铝电解电容器的生产；高性能铝合金主要用于电子消费品、节能导线、汽车发动机、汽车装饰、建筑装饰等电子、电力、交通、建筑相关领域。
    公司建有“博士后科研工作站”和“铝电子材料国家地方联合工程实验室”，是“国家火炬计划重点高新技术企业”、“国家认定企业技术中心”、“国家技术创新示范企业”和“国家科技兴贸创新基地”。公司先后承担了7项国家“863”计划项目、2项国家科技支撑计划项目、1项国家科技重大专项项目。公司“年产一万吨精铝电子材料高技术产业化示范工程”和“非铬酸电子铝箔高技术产业化项目”被授予国家高技术产业化示范工程项目。公司与合作单位联合开发的高比容电子铝箔、高速列车结构件用铝合金、大尺寸超高纯铝溅射靶材、高硅变形铝硅合金、超高纯铝等铝电子关键材料成功填补了国内市场空白，公司与有研科技集团有限公司合作开发的高强高韧铝合金将广泛应用于航空航天市场。公司核心产品拥有12项软件著作权，近百项专利和专有技术，同时，公司还作为起草单位承担了《电解电容器用铝箔》、《高纯铝》等多项国家及行业标准的制定工作。",http://www.joinworld.com,新疆维吾尔自治区乌鲁木齐市新市区高新区喀什东路18号,86-991-6689800
SZ002011,盾安环境,"浙江盾安人工环境股份有限公司的主营业务为制冷配件、制冷设备的研发、生产和销售，以及提供节能服务系统解决方案。其主要产品有电子膨胀阀、四通阀、截止阀、电磁阀、小型压力容器、换热器、集成管路组件、冷水机组、单元机、核电暖通、车载/站台空调及特种空调系统机组、空调末端等。公司是中央空调国家标准起草单位,国家重点高新技术企业、国家火炬计划项目实施单位及浙江省专利示范企业,公司紧跟国家政策发展趋势,以节能、环保、变频为主要技术要素推进,在中国制冷空调工业协会主办的企业信用等级评价工作中喜获AAA信用评价,并成为首批通过信用等级评价的制冷空调企业。公司“多联机超静音高耐久电子膨胀阀”产品获2019年中国制冷展“创新产品”大奖，这也是公司连续第五年获得该项大奖。",http://www.dunan.net,浙江省杭州市滨江区泰安路239号盾安发展大厦,86-571-87113776
